"location","variable","Unit","Date","Value"
"Portugal","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","25.7229385456181"
"Portugal","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","24.9084393840803"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","33.0724913640509"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","35.3293573475453"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","36.1463118786891"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","38.6598861509272"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","38.7642336685468"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","41.1896922973502"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","41.7823447244679"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","43.0273484082519"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","45.4703660944972"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","42.0477369709168"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","44.5659150701339"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","47.447717152894"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","46.8137215738799"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","54.5105458485295"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","57.5034643691702"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","54.0496918824009"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","53.546504674327"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","50.9269450012042"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","50.466073164354"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","53.3696591172292"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","58.0101288253294"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","60.2740467752213"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","58.826816366747"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","57.4730329282265"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","56.1599962393357"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","57.1313572477299"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","54.2045908356556"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","54.5145996117244"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","53.9125587581675"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","54.0964004517319"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","54.6053955792202"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","53.2570813777118"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","54.9113887847981"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","59.4442223993319"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","57.7188265045379"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","53.3260951040441"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","57.2496044349311"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","53.6774312933707"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","51.5555183282282"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","55.3651097027759"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","56.7800688452968"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","53.3898585806435"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","54.077875402324"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","53.1555884200164"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","48.6732409011463"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","51.5763546024544"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","50.9472445708585"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","53.9653051499103"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","50.6603042915041"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","50.4168556226286"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","51.975240510966"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","51.150585738198"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","52.7867565444813"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","51.7469139006648"
"Sweden","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","53.5427687069196"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","9.15200669305022"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","9.47565310029593"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","9.53023703439372"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","10.5232068669225"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","10.9959339203401"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","12.156583114408"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","13.0400331025401"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","13.7135707206913"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","14.2704546415214"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","15.005210158777"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","15.7107116395404"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","16.2983281485011"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","17.1282317263171"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","17.9745930761767"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","18.4888430761175"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","18.7769937400759"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","18.6314355572322"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","18.4316198507491"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","18.4818341671663"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","19.9128328772338"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","20.5268563557147"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","20.3433719046037"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","20.8016521663261"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","20.9089702612788"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","21.2036262515"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","21.2637864497352"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","19.0230299192775"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","18.2919202504021"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","17.9422739174912"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","17.6535172729271"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","17.9012483558259"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","18.03722390057"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","17.706930635489"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","17.8912790366334"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","18.0316415695302"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","18.6100470654988"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","19.1400926322948"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","19.2921619571444"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","18.7149571353874"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","18.219827434038"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","19.2052664142503"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","18.5222253283324"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","17.3727476223655"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","17.9778081479784"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","16.3680054987454"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","17.4278361870453"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","16.7568522428565"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","16.0918124093185"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","16.4894171923738"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","15.3603627288799"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","15.5047868664131"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","15.5695677745389"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","16.466040000875"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","16.2058984711046"
"Slovakia","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","15.699159944865"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","28.7083815052458"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","32.4090894201728"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","35.0371296415192"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","36.8567291922795"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","41.6744936657862"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","45.030855875202"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","49.5551690016517"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","53.5594951213779"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","58.782651970877"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","61.1725451109477"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","62.9114661244095"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","67.3292003123026"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","69.5305534218227"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","69.8046351309724"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","75.1446830428445"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","75.7747790349379"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","76.486485373826"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","76.3848114462558"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","78.1820719313838"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","79.3065689934498"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","78.654120966392"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","80.3511186493914"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","83.297991415843"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","86.8594358598775"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","91.257654763083"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","91.2188398340524"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","94.4294578704506"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","99.1215282292835"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","95.8195310793054"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","100.315084297709"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","104.244812622714"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","108.149256769229"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","114.198837351469"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","119.638916039028"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","123.462084267265"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","130.502521708783"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","136.471657429206"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","138.116330314125"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","146.159175865434"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","152.03709861515"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","153.360605222466"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","155.514455368262"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","158.614612706064"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","154.115292991302"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","142.4753217857"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","145.999204970189"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","143.258886169824"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","142.476070694187"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","134.869071553238"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","132.294904842312"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","134.055623333804"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","135.305317097067"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","137.074244803996"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","138.970889255814"
"Spain","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","136.652106357065"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","15.3181252729094"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","16.4378791898532"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","17.5489391639299"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","18.460660812817"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","19.129369253554"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","20.9571895218064"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","21.4596279233918"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","21.1942416379537"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","23.4315945802776"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","22.3572364309793"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","23.1555526150854"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","22.1866171991274"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","24.5620482201589"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","24.2297045926057"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","24.1483909162991"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","25.8214623310295"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","25.7565336265372"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","25.2132314387713"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","26.2569994237471"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","25.4870449478637"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","27.2178037225401"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","28.5844406565447"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","28.3809696786937"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","28.586247970722"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","26.7629410970892"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","27.9192987529283"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","28.65695490897"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","29.1145083379953"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","29.0173829315557"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","30.4642502272376"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","28.8887706854399"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","27.9786458167448"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","29.8738688521074"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","30.0521610639913"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","31.3382701688012"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","30.5948451040759"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2001","32.6575341624818"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2002","30.4398095274402"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2003","30.1126442967866"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2004","29.6846026907165"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2005","28.5045548820101"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2006","29.6658700215853"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2007","29.2630048062385"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2008","30.249476141762"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2009","30.1674138788107"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2010","29.360279097686"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2011","27.8802555256247"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2012","29.4144280919142"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2013","30.1924333330205"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2014","28.7815951485787"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2015","28.1457937206396"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2016","26.479729196026"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2017","26.5428455193062"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2018","26.9427047569352"
"Switzerland","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2019","26.9934275078457"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1965","7.82471195094789"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1966","8.98079471091798"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1967","9.29020383001869"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1968","10.8154327875196"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1969","11.8087472280282"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1970","12.559805649648"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1971","13.9164796964967"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1972","15.5442083196016"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1973","17.6315201804485"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1974","17.9698399234114"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1975","19.9945694302004"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1976","22.4959010435553"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1977","24.630874937453"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1978","26.0355991658191"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1979","24.536364452129"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1980","25.4864707384437"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1981","25.6993033313302"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1982","28.0432000063255"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1983","29.0352258254527"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1984","30.5499948851809"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1985","33.0123490694775"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1986","35.9907609111142"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1987","40.9504353397016"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1988","44.9004692553642"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1989","44.2299125056563"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1990","47.9660367528616"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1991","48.9797660686903"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1992","51.4630197227467"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1993","55.8523312967135"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1994","54.1221359448538"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1995","60.5424783058229"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1996","66.0167936534301"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1997","69.0904264513947"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1998","70.8334559247777"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","1999","69.0741520652306"
"Turkey","Primary energy Consumption, Million tonnes oil equivalent","Million tonnes oil equivalent","2000","73.8663475122761"
